molecule_id,smiles,dipolemoment_max,pyr_P_max,pyr_alpha_max,qpole_amp_max,qpoletens_xx_max,qpoletens_yy_max,qpoletens_zz_max,sterimol_B1_max,sterimol_B5_max,sterimol_L_max,sterimol_burB1_max,sterimol_burB5_max,sterimol_burL_max,vbur_far_vbur_max,vbur_far_vtot_max,vbur_max_delta_qvbur_max,vbur_max_delta_qvtot_max,vbur_near_vbur_max,vbur_near_vtot_max,vbur_ovbur_max_max,vbur_ovbur_min_max,vbur_ovtot_max_max,vbur_ovtot_min_max,vbur_qvbur_max_max,vbur_qvbur_min_max,vbur_qvtot_max_max,vbur_qvtot_min_max,vbur_vbur_max,vbur_vtot_max,dipolemoment_min,pyr_P_min,pyr_alpha_min,qpole_amp_min,qpoletens_xx_min,qpoletens_yy_min,qpoletens_zz_min,sterimol_B1_min,sterimol_B5_min,sterimol_L_min,sterimol_burB1_min,sterimol_burB5_min,sterimol_burL_min,vbur_far_vbur_min,vbur_far_vtot_min,vbur_max_delta_qvbur_min,vbur_max_delta_qvtot_min,vbur_near_vbur_min,vbur_near_vtot_min,vbur_ovbur_max_min,vbur_ovbur_min_min,vbur_ovtot_max_min,vbur_ovtot_min_min,vbur_qvbur_max_min,vbur_qvbur_min_min,vbur_qvtot_max_min,vbur_qvtot_min_min,vbur_vbur_min,vbur_vtot_min,dipolemoment_delta,pyr_P_delta,pyr_alpha_delta,qpole_amp_delta,qpoletens_xx_delta,qpoletens_yy_delta,qpoletens_zz_delta,sterimol_B1_delta,sterimol_B5_delta,sterimol_L_delta,sterimol_burB1_delta,sterimol_burB5_delta,sterimol_burL_delta,vbur_far_vbur_delta,vbur_far_vtot_delta,vbur_max_delta_qvbur_delta,vbur_max_delta_qvtot_delta,vbur_near_vbur_delta,vbur_near_vtot_delta,vbur_ovbur_max_delta,vbur_ovbur_min_delta,vbur_ovtot_max_delta,vbur_ovtot_min_delta,vbur_qvbur_max_delta,vbur_qvbur_min_delta,vbur_qvtot_max_delta,vbur_qvtot_min_delta,vbur_vbur_delta,vbur_vtot_delta,dipolemoment_vburminconf,pyr_P_vburminconf,pyr_alpha_vburminconf,qpole_amp_vburminconf,qpoletens_xx_vburminconf,qpoletens_yy_vburminconf,qpoletens_zz_vburminconf,sterimol_B1_vburminconf,sterimol_B5_vburminconf,sterimol_L_vburminconf,sterimol_burB1_vburminconf,sterimol_burB5_vburminconf,sterimol_burL_vburminconf,vbur_far_vbur_vburminconf,vbur_far_vtot_vburminconf,vbur_max_delta_qvbur_vburminconf,vbur_max_delta_qvtot_vburminconf,vbur_near_vbur_vburminconf,vbur_near_vtot_vburminconf,vbur_ovbur_max_vburminconf,vbur_ovbur_min_vburminconf,vbur_ovtot_max_vburminconf,vbur_ovtot_min_vburminconf,vbur_qvbur_max_vburminconf,vbur_qvbur_min_vburminconf,vbur_qvtot_max_vburminconf,vbur_qvtot_min_vburminconf,vbur_vbur_vburminconf,vbur_vtot_vburminconf,E_oxidation_boltzmann_average,E_reduction_boltzmann_average,E_solv_cds_boltzmann_average,E_solv_elstat_boltzmann_average,E_solv_total_boltzmann_average,Pint_P_int_boltzmann_average,Pint_P_max_boltzmann_average,Pint_P_min_boltzmann_average,Pint_dP_boltzmann_average,dipolemoment_boltzmann_average,efg_amp_P_boltzmann_average,efgtens_xx_P_boltzmann_average,efgtens_yy_P_boltzmann_average,efgtens_zz_P_boltzmann_average,fmo_e_homo_boltzmann_average,fmo_e_lumo_boltzmann_average,fmo_eta_boltzmann_average,fmo_mu_boltzmann_average,fmo_omega_boltzmann_average,fukui_m_boltzmann_average,fukui_p_boltzmann_average,nbo_P_boltzmann_average,nbo_P_ra_boltzmann_average,nbo_P_rc_boltzmann_average,nbo_bd_e_avg_boltzmann_average,nbo_bd_e_max_boltzmann_average,nbo_bd_occ_avg_boltzmann_average,nbo_bd_occ_min_boltzmann_average,nbo_bds_e_avg_boltzmann_average,nbo_bds_e_min_boltzmann_average,nbo_bds_occ_avg_boltzmann_average,nbo_bds_occ_max_boltzmann_average,nbo_lp_P_e_boltzmann_average,nbo_lp_P_occ_boltzmann_average,nbo_lp_P_percent_s_boltzmann_average,nmr_P_boltzmann_average,nmrtens_sxx_P_boltzmann_average,nmrtens_syy_P_boltzmann_average,nmrtens_szz_P_boltzmann_average,nuesp_P_boltzmann_average,pyr_P_boltzmann_average,pyr_alpha_boltzmann_average,qpole_amp_boltzmann_average,qpoletens_xx_boltzmann_average,qpoletens_yy_boltzmann_average,qpoletens_zz_boltzmann_average,somo_ra_boltzmann_average,somo_rc_boltzmann_average,sphericity_boltzmann_average,spindens_P_ra_boltzmann_average,spindens_P_rc_boltzmann_average,sterimol_B1_boltzmann_average,sterimol_B5_boltzmann_average,sterimol_L_boltzmann_average,sterimol_burB1_boltzmann_average,sterimol_burB5_boltzmann_average,sterimol_burL_boltzmann_average,surface_area_boltzmann_average,vbur_far_vbur_boltzmann_average,vbur_far_vtot_boltzmann_average,vbur_max_delta_qvbur_boltzmann_average,vbur_max_delta_qvtot_boltzmann_average,vbur_near_vbur_boltzmann_average,vbur_near_vtot_boltzmann_average,vbur_ovbur_max_boltzmann_average,vbur_ovbur_min_boltzmann_average,vbur_ovtot_max_boltzmann_average,vbur_ovtot_min_boltzmann_average,vbur_qvbur_max_boltzmann_average,vbur_qvbur_min_boltzmann_average,vbur_qvtot_max_boltzmann_average,vbur_qvtot_min_boltzmann_average,vbur_ratio_vbur_vtot_boltzmann_average,vbur_vbur_boltzmann_average,vbur_vtot_boltzmann_average,vmin_r_boltzmann_average,vmin_vmin_boltzmann_average,volume_boltzmann_average
8,CC(C)(C)P(C(C)(C)C)C(C)(C)C,1.083267719125033,0.8307044161973427,29.646951148224986,2.8149764890400437,1.1519610953774273,1.1464553852204706,-2.298416480597898,4.053254485218302,4.894739111574918,6.648917390127483,4.053254485218302,4.894739111574918,6.648917390127483,0.0,0.0,1.3837318578781712,8.701615306187726,65.12848283452281,253.20042505626816,17.12250509850607,0.0,66.72568923628654,0.0,17.12250509850607,15.19908643891578,66.72568923628654,57.68427902517595,65.12848283452281,253.2004250562681,1.083267719125033,0.8307044161973427,29.646951148224986,2.8149764890400437,1.1519610953774273,1.1464553852204706,-2.298416480597898,4.053254485218302,4.894739111574918,6.648917390127483,4.053254485218302,4.894739111574918,6.648917390127483,0.0,0.0,1.3837318578781712,8.701615306187726,65.12848283452281,253.20042505626816,17.12250509850607,0.0,66.72568923628654,0.0,17.12250509850607,15.19908643891578,66.72568923628654,57.68427902517595,65.12848283452281,253.2004250562681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.083267719125033,0.8307044161973427,29.646951148224986,2.8149764890400437,1.1519610953774273,1.1464553852204706,-2.298416480597898,4.053254485218302,4.894739111574918,6.648917390127483,4.053254485218302,4.894739111574918,6.648917390127483,0.0,0.0,1.3837318578781712,8.701615306187726,65.12848283452281,253.20042505626816,17.12250509850607,0.0,66.72568923628654,0.0,17.12250509850607,15.19908643891578,66.72568923628654,57.68427902517595,65.12848283452281,253.2004250562681,0.2735086999999794,0.07537150000007387,-3.32,-3.686582489174158,-7.006582489174158,17.76,25.87,13.45,2.54,1.083267719125033,1.7492287996768747,-0.714163,-0.714077,1.428239,-0.21688,0.03601,0.25289,-0.09043499999999999,0.016170052641464663,0.6336800000000001,0.004529999999999923,0.74462,0.74009,1.3783,-0.43117333333333335,-0.43114,1.94459,1.94458,0.17694333333333334,0.17692,0.05245333333333333,0.05246,-0.29422,1.93525,50.14,225.189,200.3439,200.864,274.359,-54.196339,0.8307044161973427,29.646951148224986,2.8149764890400437,1.1519610953774273,1.1464553852204706,-2.298416480597898,0.11399,-0.45613,0.889512,0.01546,0.81752,4.053254485218302,4.894739111574918,6.648917390127483,4.053254485218302,4.894739111574918,6.648917390127483,253.2069,0.0,0.0,1.3837318578781712,8.701615306187726,65.12848283452281,253.20042505626816,17.12250509850607,0.0,66.72568923628654,0.0,17.12250509850607,15.19908643891578,66.72568923628654,57.68427902517595,0.25722106438032033,65.12848283452281,253.2004250562681,1.7801654663855169,-0.0671848,317.84446
